Method,cookie,lenght,content,classification,url_params,url
GET,940F634E466EEE27B1552D63DEC0CFE1,0,,0,modo=entrar&login=kurio&pwd=lug5r&remember=on&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=kurio&pwd=lug5r&remember=on&B1=Entrar
GET,6850CE06CF4BAD72013950D7DF606D33,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,93C61306CDAB157F128143635305F4C5,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,5772726D4CA785C7ED6652D2E12DA179,0,,0,,/tienda1/publico/carrito.jsp
GET,9CD26214143206658AA6EBFB8EC8AFF7,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,CDB79290A1B85D1243ED59034414BBFC,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,50743F2F84FC37FABB054636555B0116,0,,0,,/tienda1/publico/miembros.jsp
GET,A38CE6724864C97E1E567DB4772744D0,0,,0,modo=insertar&precio=1984&B1=Confirmar,/tienda1/publico/pagar.jsp?modo=insertar&precio=1984&B1=Confirmar
GET,13C9254CE83DD814702AF31825B5C36A,0,,0,,/tienda1/publico/productos.jsp
POST,AF1418ADDE96180DEB2A83964E6BBE54,263,modo=registro&login=gwenny&password=BOCana%24da&nombre=Danimiro&apellidos=Prosd%F3cimo+Surinyac&email=maren-bufford4%40fruteriacartaya.yu&dni=04212893Y&direccion=C%2F+Galicia%2C+180%2C+&ciudad=Robleda&cp=06440&provincia=C%F3rdoba&ntc=1856004857366548&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,F48F3002A6F9C5D4758C9A2086223CA7,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,6421A328D7B10801BA45243AC249B894,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,A0208A9AEA2624471301B954643095D8,0,,0,,/tienda1/global/creditos.jsp
GET,E8E8B932202BAE8C4F6CF58E5E37ECFC,0,,0,,/tienda1/global/menum.jsp
POST,C11FCA65922323FA1E06F735313B2F40,232,modo=registro&login=dougall&password=bisonte&nombre=Olalia&apellidos=Molas+Madan&email=landesman%40cohel.mw&dni=95690740E&direccion=Sargento+Luna%2C+184+&ciudad=Villagalijo&cp=22571&provincia=Girona&ntc=9687551942893066&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,8CE7D6303AEBDA34DB5AA661B6FF5796,0,,0,,/tienda1/miembros/salir.jsp
GET,A9FDDD711ECD096881AEAB6CBAD8E4C7,0,,0,,/tienda1/imagenes/1.gif
GET,E9E28DBEB0189A3462FB5344C747F144,0,,0,,/tienda1/imagenes/2.gif
GET,F1EDC808321DC2073DCBE6B7B7ADC224,0,,0,,/tienda1/imagenes/3.gif
GET,6C674B391C7220B0D68BBE0F3E5C00B3,0,,0,,/tienda1/index.jsp
GET,0ED8BA13BC7F8076DE5A257B512A6E9C,0,,0,id=2&nombre=Vino+Rioja&precio=39&cantidad=66&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=2&nombre=Vino+Rioja&precio=39&cantidad=66&B1=A%F1adir+al+carrito
POST,0F75CD9C9465E571CE7E55E21B1BE9DA,67,id=2&nombre=Vino+Rioja&precio=39&cantidad=66&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,E6410485207DB4B908A3B1A5F5BABEA0,0,,0,id=2,/tienda1/publico/caracteristicas.jsp?id=2
POST,7FCD7841791D156D512E832610DD442E,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
GET,2BCCA1650713E754596F0AC3BC613DAB,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,FA0FC094961A5D57F8A39DC9F9080F76,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,DD863D361ECB5E0B672BB8567849E881,0,,0,modo=insertar&precio=8996&B1=Confirmar,/tienda1/publico/pagar.jsp?modo=insertar&precio=8996&B1=Confirmar
POST,241A77CC890F87E94040BB2E8698B35A,38,modo=insertar&precio=8996&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
GET,E674931D8F4150994390C6F7E36337D0,0,,0,,/tienda1/publico/productos.jsp
GET,C1BA84BEE927E876DDF535DC79D5E04A,0,,0,modo=registro&login=subhashi&password=%2Bfaccioso&nombre=Ademaro&apellidos=Rubau&email=eiffel%40noviasteresapalacios.coop&dni=44578051A&direccion=Ballena%2C+91%2C+10%3FA&ciudad=Cervera+del+R%EDo+Alhama&cp=49130&provincia=Teruel&ntc=8888494677705913&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=subhashi&password=%2Bfaccioso&nombre=Ademaro&apellidos=Rubau&email=eiffel%40noviasteresapalacios.coop&dni=44578051A&direccion=Ballena%2C+91%2C+10%3FA&ciudad=Cervera+del+R%EDo+Alhama&cp=49130&provincia=Teruel&ntc=8888494677705913&B1=Registrar
POST,25C3CA4EE6AA5C186CF8350EE9855EC6,261,modo=registro&login=subhashi&password=%2Bfaccioso&nombre=Ademaro&apellidos=Rubau&email=eiffel%40noviasteresapalacios.coop&dni=44578051A&direccion=Ballena%2C+91%2C+10%3FA&ciudad=Cervera+del+R%EDo+Alhama&cp=49130&provincia=Teruel&ntc=8888494677705913&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,ADA650D9FEAC5F43AAF61FC4F206E79A,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,0A2FA7C24EADFF2681522F3CACF03BF7,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,8C67453E9FAD65E1B8094F249A30E267,0,,0,,/tienda1/global/creditos.jsp
GET,2689FAF518540F3EEA3F234D8B189C37,0,,0,,/tienda1/global/estilos.css
GET,737DF2BE822576FB3B7117AEE4892209,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,C2526F6DDD07F4E98DCC8D66B2E5D80D,0,,0,,/tienda1/miembros/index.jsp
POST,72C5A5390F3DFD175CE572495C4FA98A,264,modo=registro&login=panter&password=quilolitr-o&nombre=Scarlett&apellidos=Casado+Vallcorba&email=clodettes_pierson%40repretexbcn.ml&dni=52361693P&direccion=Diamante%2C+114%2C+&ciudad=Yunquera+de+Henares&cp=49212&provincia=Valencia&ntc=8790895171234504&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,249F137A74087A5FAFDF3EDB27891F3F,0,,0,,/tienda1/miembros/fotos.jsp
GET,F9FDAE6F489934EC4803F6DC576045F2,0,,0,,/tienda1/miembros/salir.jsp
GET,CF206585AE89A26EC51D3F1DAF7B7277,0,,0,,/tienda1/imagenes/1.gif
GET,33C4B48B9DDEA57BCBE39FC8EB6A8A8E,0,,0,,/tienda1/imagenes/3.gif
GET,5119782E0E796FA2EC7304BCD33DBED1,0,,0,,/tienda1/imagenes/logo.gif
GET,42ED294AA3487A07E00F3C8D6A9BACF7,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,0D4EA7A1A8DDA942A1A87112E8698E8F,0,,0,id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=92&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=92&B1=A%F1adir+al+carrito
POST,C0E613780C086D628256C1E8B3110E7D,74,id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=92&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,C65877D5D28CB72EB840D8D06D32EED1,0,,0,modo=entrar&login=loralie&pwd=Par%C9nESi3&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=loralie&pwd=Par%C9nESi3&remember=off&B1=Entrar
POST,C2316BAF681D1FEF73FD76C570AC6528,64,modo=entrar&login=loralie&pwd=Par%C9nESi3&remember=off&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,137B7291284616A4432C501B1F524FA0,0,,0,,/tienda1/publico/carrito.jsp
GET,AEE0EA35CA0C5688C88B31379B246BBC,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,2EAFDF18EC3241891DDC513CD6897C36,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,0AEC7E02FC5122162352295F60F5E98E,0,,0,,/tienda1/publico/miembros.jsp
GET,9D936E7240073A998F4B755369FC115F,0,,0,modo=insertar&precio=7361&B1=Confirmar,/tienda1/publico/pagar.jsp?modo=insertar&precio=7361&B1=Confirmar
POST,048F5A5526C173150E4FEC2BE3B4A23B,38,modo=insertar&precio=7361&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
GET,313F8B1059BAE6513E7A85C51F664507,0,,0,,/tienda1/publico/productos.jsp
GET,3A6EDF5511BC29DA5F54332EBD186A85,0,,0,modo=registro&login=cairisti&password=0a31e7a4&nombre=Luciano&apellidos=%C1vila+Kusanovic&email=moston%40sierradealcaraz.sg&dni=78128253J&direccion=Moncayo+46%2C+&ciudad=Cigudosa&cp=02649&provincia=Huesca&ntc=2771560137305516&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=cairisti&password=0a31e7a4&nombre=Luciano&apellidos=%C1vila+Kusanovic&email=moston%40sierradealcaraz.sg&dni=78128253J&direccion=Moncayo+46%2C+&ciudad=Cigudosa&cp=02649&provincia=Huesca&ntc=2771560137305516&B1=Registrar
POST,EC786661FE7931A6F9684A43164067AF,238,modo=registro&login=cairisti&password=0a31e7a4&nombre=Luciano&apellidos=%C1vila+Kusanovic&email=moston%40sierradealcaraz.sg&dni=78128253J&direccion=Moncayo+46%2C+&ciudad=Cigudosa&cp=02649&provincia=Huesca&ntc=2771560137305516&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,05DA8B242516AD59D3EE15D6A80CA5BE,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
GET,20E44342C6A5446BF921D1D6FA2185C2,0,,0,,/tienda1/global/creditos.jsp
GET,3FBDFD950EED427A463278A681833FAA,0,,0,,/tienda1/global/menum.jsp
GET,FF4DA3333D321FC23830040AEF7FB4AE,0,,0,,/tienda1/global/estilos.css
GET,80C3D824D6AB709C1D1AB04B89DD5A17,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,1C91DC97B876BCEA5156446BB6218416,0,,0,modo=registro&login=raab&password=ac6%EDdi9o&nombre=Thal%EDa&apellidos=Albornoz+Quiva&email=heldabrand5%40chevrolet-volt.bg&dni=11738063J&direccion=C%2F+Otumba%2C+132%2C+&ciudad=Carataunas&cp=43791&provincia=Cuenca&ntc=8400067402160298&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=raab&password=ac6%EDdi9o&nombre=Thal%EDa&apellidos=Albornoz+Quiva&email=heldabrand5%40chevrolet-volt.bg&dni=11738063J&direccion=C%2F+Otumba%2C+132%2C+&ciudad=Carataunas&cp=43791&provincia=Cuenca&ntc=8400067402160298&B1=Registrar
POST,73FDD8CF4FF1FC87339595E4834A9E0C,248,modo=registro&login=raab&password=ac6%EDdi9o&nombre=Thal%EDa&apellidos=Albornoz+Quiva&email=heldabrand5%40chevrolet-volt.bg&dni=11738063J&direccion=C%2F+Otumba%2C+132%2C+&ciudad=Carataunas&cp=43791&provincia=Cuenca&ntc=8400067402160298&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,01387174A08B3388B403E59944C025F0,0,,0,,/tienda1/miembros/fotos.jsp
GET,58D263B0F5FCB6B751BCA2C12D06C1FC,0,,0,,/tienda1/imagenes/1.gif
GET,1FA1B6898A2BC3090CE385B43E82628C,0,,0,,/tienda1/imagenes/3.gif
GET,412A7D8E7468C28BB0AE73B1BFF97CEE,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,F9819646B64B455DE6EFD38D6336D440,0,,0,,/tienda1/imagenes/nuestratierra.jpg
POST,DCA5A2956DAC1C36C35462281437BE1B,71,id=2&nombre=Queso+Manchego&precio=85&cantidad=14&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,C4EA8051F5B53FCA3C357D315511B0AA,0,,0,modo=entrar&login=caryn&pwd=oliv_icultora&remember=on&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=caryn&pwd=oliv_icultora&remember=on&B1=Entrar
POST,894BA4ED4FCE6744C5E3F3EFA8397FC1,63,modo=entrar&login=caryn&pwd=oliv_icultora&remember=on&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,2DDBA9B1CE27E2F63A225AFEA22A473E,0,,0,id=2,/tienda1/publico/caracteristicas.jsp?id=2
POST,832AC94745CEBF33A3F4BA049080DF2B,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
POST,92F4BD2A06C3044CF2E21053539FD357,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,AF9103471F5E4B52F2B0AF707CE073BB,0,,0,,/tienda1/publico/miembros.jsp
GET,6F71984664A85199F48E6B824C9F3033,0,,0,modo=insertar&precio=7492&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=7492&B1=Pasar+por+caja
POST,0E39E38A83F32514BA8839BED98FA770,43,modo=insertar&precio=7492&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,7ABB11596FF212DA2B6B4271B027B9E7,0,,0,,/tienda1/publico/productos.jsp
GET,2D5E2B91572A5337EAFD48C320E08BE6,0,,0,modo=registro&login=darbie&password=nu%F1o&nombre=Galatas&apellidos=Hormachea+Vilamasa&email=berghof%40esbien.bt&dni=06434691G&direccion=Glorieta+Mineros%2C+3%2C+&ciudad=Salobral&cp=37799&provincia=Cuenca&ntc=6262014386687000&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=darbie&password=nu%F1o&nombre=Galatas&apellidos=Hormachea+Vilamasa&email=berghof%40esbien.bt&dni=06434691G&direccion=Glorieta+Mineros%2C+3%2C+&ciudad=Salobral&cp=37799&provincia=Cuenca&ntc=6262014386687000&B1=Registrar
POST,D4ED55AEAD1EBF360AB5F29DF6DD866C,238,modo=registro&login=darbie&password=nu%F1o&nombre=Galatas&apellidos=Hormachea+Vilamasa&email=berghof%40esbien.bt&dni=06434691G&direccion=Glorieta+Mineros%2C+3%2C+&ciudad=Salobral&cp=37799&provincia=Cuenca&ntc=6262014386687000&B1=Registrar,0,,/tienda1/publico/registro.jsp
POST,DC1DAA2B493FC08FCB3E8D15715275B6,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,FE76FAF7161EB32EC1D2DB8813FB5F94,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,6B0E34E293774D943B93982B1B6EF118,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,D0FE4A3A07C4C21013195B7900FBCCB0,0,,0,,/tienda1/miembros/index.jsp
GET,CD5A44C04846117A7E39F4210B1C9801,0,,0,,/tienda1/miembros/fotos.jsp
GET,B954559BA7803FDC74ACC35FBF1C7229,0,,0,,/tienda1/miembros/salir.jsp
GET,FB29844845BFF7E029EE2986BB885F60,0,,0,,/tienda1/imagenes/1.gif
GET,4B6498970D5671A2C8E6ADB0325C96E1,0,,0,,/tienda1/imagenes/3.gif
GET,47A0E3A68E73B7A4FE9B514CE5EA54B0,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,AEA976D5C343508C0EF40824AAF5A684,0,,0,,/tienda1/imagenes/logo.gif
GET,BCFDA44887253DF8AE0C3C0F44F891CF,0,,0,,/tienda1/index.jsp
GET,85135579919C6FC0500ADB289669BD67,0,,0,id=1&nombre=Vino+Rioja&precio=85&cantidad=94&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=1&nombre=Vino+Rioja&precio=85&cantidad=94&B1=A%F1adir+al+carrito
POST,F383E59F7F49FE83D2C78C7D27D40FAF,67,id=1&nombre=Vino+Rioja&precio=85&cantidad=94&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,BD483C82DF3FF158161508538490CDE6,0,,0,modo=entrar&login=buddie&pwd=ser%3Fado&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=buddie&pwd=ser%3Fado&remember=off&B1=Entrar
POST,0824C2440BE8A82354EE32C822E3F986,61,modo=entrar&login=buddie&pwd=ser%3Fado&remember=off&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,A1396F85574B8762034B64B228571AA0,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,FF5983776769EAB522DEE2E75AAEF97E,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,CA3F88D57DC78E9104D84061C60FCD09,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,5B2419BE676D139A531208892D16C4AB,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,4C24D67450EBD638704761DCFD0BDF09,0,,0,,/tienda1/publico/miembros.jsp
POST,45A7C49F820892E111328607FC97FB9D,43,modo=insertar&precio=2300&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,30D6DBE5D6E358910135B995D1A326EE,0,,0,,/tienda1/publico/productos.jsp
GET,3859193FDD5756B4584042EE2CAF9204,0,,0,modo=registro&login=lieneman&password=carteado&nombre=Valimir&apellidos=Escat+Monistca&email=kelsey%40helicopter.com.kh&dni=38626822R&direccion=Carlos+Trivi%F1o+Moreno%2C+2%2C+&ciudad=Quintela+de+Leirado&cp=15318&provincia=Valladolid&ntc=6182859902637153&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=lieneman&password=carteado&nombre=Valimir&apellidos=Escat+Monistca&email=kelsey%40helicopter.com.kh&dni=38626822R&direccion=Carlos+Trivi%F1o+Moreno%2C+2%2C+&ciudad=Quintela+de+Leirado&cp=15318&provincia=Valladolid&ntc=6182859902637153&B1=Registrar
POST,74E4B5723533C7C430E6C0D8F4CC615E,267,modo=registro&login=lieneman&password=carteado&nombre=Valimir&apellidos=Escat+Monistca&email=kelsey%40helicopter.com.kh&dni=38626822R&direccion=Carlos+Trivi%F1o+Moreno%2C+2%2C+&ciudad=Quintela+de+Leirado&cp=15318&provincia=Valladolid&ntc=6182859902637153&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,8BF1028A2A336288805B0E0D8FBBCCDC,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
GET,DA0C67CCB9DB3F1B09BC129CA76E833B,0,,0,,/tienda1/global/creditos.jsp
GET,2DD4345E172FB08FF2E8D6FAFF40747E,0,,0,,/tienda1/global/menum.jsp
GET,AC16A60042F2FAD2D469F5C531BAFD40,0,,0,,/tienda1/global/estilos.css
GET,8FBE53B665390A9172991C795D2D179C,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,043FD6118349A695805744B63F21644A,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,97B680E2B31F9671C57DCA7EE67C0972,0,,0,,/tienda1/miembros/index.jsp
GET,1CA3C88B6275DA56193F880CC0FFA244,0,,0,modo=registro&login=dosenbac&password=pernig%F3n&nombre=Tersilio&apellidos=Porquet+Camarillo&email=serret%40sierradealcaraz.dj&dni=02703849S&direccion=Curuxa%2C+S%2FN+10-F&ciudad=Villanueva+de+Huerva&cp=13191&provincia=Girona&ntc=0713886795207226&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=dosenbac&password=pernig%F3n&nombre=Tersilio&apellidos=Porquet+Camarillo&email=serret%40sierradealcaraz.dj&dni=02703849S&direccion=Curuxa%2C+S%2FN+10-F&ciudad=Villanueva+de+Huerva&cp=13191&provincia=Girona&ntc=0713886795207226&B1=Registrar
POST,B51D5EFEF6C16894AD79ECE45675536C,259,modo=registro&login=dosenbac&password=pernig%F3n&nombre=Tersilio&apellidos=Porquet+Camarillo&email=serret%40sierradealcaraz.dj&dni=02703849S&direccion=Curuxa%2C+S%2FN+10-F&ciudad=Villanueva+de+Huerva&cp=13191&provincia=Girona&ntc=0713886795207226&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,3F61CE38B4A0FFF19E1FBE09445FB99F,0,,0,,/tienda1/miembros/fotos.jsp
GET,E4482880F3D30177DA5632127C1EB932,0,,0,,/tienda1/miembros/salir.jsp
GET,7CAA08FDBEC763C32999925870769792,0,,0,,/tienda1/imagenes/2.gif
GET,CA601EFBBACC9B37B54E4823DC65F085,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,CE20C288C79E52BF51CD15CF7156E010,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,F0A40045B18219FDC1AF4A9142CEA025,0,,0,,/tienda1/index.jsp
GET,9FB70D117A798F4A94D2A250B1337838,0,,0,id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=33&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=33&B1=A%F1adir+al+carrito
POST,EACD379EBB1490C1FCD64C2F000F087C,74,id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=33&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,979111D8D1DE84B2C0AA486528979F6F,0,,0,modo=entrar&login=claudine&pwd=arrestar&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=claudine&pwd=arrestar&remember=off&B1=Entrar
GET,AC9E31933B62FE4791958F993DA83341,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
GET,CD17C70BDF0E52F0AAF86D10C48334C7,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,BC4BF2AD7A6DB69F5F775E171A20C61F,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,B87E174204F9F08DC70CA0EDF3DBE179,0,,0,,/tienda1/publico/miembros.jsp
GET,6010D549492B0E5BE5834C190D779334,0,,0,modo=insertar&precio=6432&B1=Confirmar,/tienda1/publico/pagar.jsp?modo=insertar&precio=6432&B1=Confirmar
POST,F01FDD00A69AA7288A9997C601B97837,38,modo=insertar&precio=6432&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
GET,1C9B236748B048CA31E7D3F09247DDE5,0,,0,,/tienda1/publico/productos.jsp
POST,A97A83C8F7FC22E1B85698CD40BD1F66,246,modo=registro&login=wacker&password=fac2or%EDa&nombre=Dannies&apellidos=Garc%EDa+Fong&email=bain%40raullazaro.pm&dni=12113019T&direccion=Calle+De+La+Coru%F1a+26+10%3FH&ciudad=Polopos&cp=10300&provincia=Valladolid&ntc=7953912981751706&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,9149F63C943632409EF6D665D1C9637E,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
GET,1B70DFC4D457478BE828A7B6944FEE0E,0,,0,,/tienda1/global/creditos.jsp
GET,8988779624E08D2C8B88470157974C45,0,,0,,/tienda1/global/titulo.jsp
GET,B119BCF2C92D99C42D38AA7B80268FCD,0,,0,,/tienda1/global/estilos.css
GET,03D0B9F06B70EED4D125037515FC69FD,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,A03E6D82E9196394F570DB2C9AA4577A,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,75FEE637710A48E6D6B7E05477E8A46C,0,,0,modo=registro&login=de_salis&password=curul&nombre=Silvina&apellidos=Aragon%E9s&email=munio%40so-tel.bn&dni=54408548R&direccion=Calle+Valdiba%F1ez+185%2C+&ciudad=R%F3tova&cp=16452&provincia=Guadalajara&ntc=7754747447747860&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=de_salis&password=curul&nombre=Silvina&apellidos=Aragon%E9s&email=munio%40so-tel.bn&dni=54408548R&direccion=Calle+Valdiba%F1ez+185%2C+&ciudad=R%F3tova&cp=16452&provincia=Guadalajara&ntc=7754747447747860&B1=Registrar
POST,4A590919BA57D0C20157E6300D03D2C3,235,modo=registro&login=de_salis&password=curul&nombre=Silvina&apellidos=Aragon%E9s&email=munio%40so-tel.bn&dni=54408548R&direccion=Calle+Valdiba%F1ez+185%2C+&ciudad=R%F3tova&cp=16452&provincia=Guadalajara&ntc=7754747447747860&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,CCE2C4D14076CCA96E968680570518D3,0,,0,,/tienda1/miembros/fotos.jsp
GET,A7556DF15D0DF2EAD05E2990727D05E0,0,,0,,/tienda1/miembros/salir.jsp
GET,AAE034582D98DFB91491F4499446522C,0,,0,,/tienda1/imagenes/1.gif
GET,FFFC80FDF1EC9449F3D48DB84D657CB6,0,,0,,/tienda1/imagenes/2.gif
GET,79C81653CE8E79D0C83EF2EADE1E1666,0,,0,,/tienda1/imagenes/3.gif
GET,E7E43EF5BFFF6DF62BC0CEAB7AEACB92,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,FE9AED893A61FD0375215339892FFEAC,0,,0,,/tienda1/imagenes/logo.gif
GET,0F807EF57BEEF3937939E88CCDF1394E,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,793EB34754751F00397860B1AD46D3D1,0,,0,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=51&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=51&B1=A%F1adir+al+carrito
POST,B2D4E201543FA800FAF1AB2401387C25,75,id=2&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=51&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
POST,A09DEE388561B2AC04AE170DE8A6F305,58,modo=entrar&login=vispy&pwd=2u17z0o&remember=off&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,C1444E5B39D82A5A6E1C5E2CA5C3971B,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,92C240363F93FC84CDC8F1BEEB0DF38F,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,B40FD61D289C396DC2E954B7C79D291F,0,,0,,/tienda1/publico/carrito.jsp
GET,2996CE608D5A593CAF908C653FB6BFED,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
GET,8880D599C3044731264E6B92127CAB2B,0,,0,,/tienda1/publico/miembros.jsp
GET,A770C3014FBB9805B794590BBDCA66F9,0,,0,modo=insertar&precio=7549&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=7549&B1=Pasar+por+caja
POST,2125ACF700DC80887E899C8565B9A2D2,43,modo=insertar&precio=7549&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,14D7D77BC419658D197DDEE01003F048,0,,0,modo=registro&login=kovacs&password=4u9_l5o&nombre=Salustio&apellidos=Orus+Pati%F1o&email=gillespie%40deuxmanagement.web&dni=78901606Z&direccion=Gregoria+Hernandez+67%2C+13G&ciudad=Ba%F1os+de+Ebro%2FMa%F1ueta&cp=08739&provincia=Guadalajara&ntc=8702699962501028&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=kovacs&password=4u9_l5o&nombre=Salustio&apellidos=Orus+Pati%F1o&email=gillespie%40deuxmanagement.web&dni=78901606Z&direccion=Gregoria+Hernandez+67%2C+13G&ciudad=Ba%F1os+de+Ebro%2FMa%F1ueta&cp=08739&provincia=Guadalajara&ntc=8702699962501028&B1=Registrar
